product,title,rating,body
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"5.0 out of 5 stars
Fully Satisfied. OG Winter Suit.",5.0,"Nice Quality and confortable to wear, so soft cloth. and thickness is also perfect as i wanted.
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"4.0 out of 5 stars
Good product",4.0,"Nice and smooth fabric
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","5.0 out of 5 stars
Love the texture, quality, colour combination, design , grip..... #love ....these shoes 👌🏻😘❤",5.0,"The shoes are very comfortable 😊😌and they are very lightweight😌 I just love❤😘🤩👌🏻  the texture, colour, design👌🏻👏 and the grip of the shoes. If anyone want to buy so, go  for it you will be in love 💓❤with them and the quality is 10/10👌🏻👏 I am very happy  at this price the product is mind blowing also thank u💓❤ Amazon and red tape 😘😌😊 love u 😘😍🤣
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","5.0 out of 5 stars
Awesome Purchase",5.0,"I really liked the design and quality. Although the shoe was little loose but they Didn't have any other smaller size available . But still I am satisfied with the purchase. I am using the shoes from past few months and its very comfortable and soft from the bottom.
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","4.0 out of 5 stars
I received used one! It's not comfortable at all. But like the colour combination.",4.0,"My foot's size is 39, so I ordered size 7 which is a bit smaller . So i recommended to go with next size.
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","5.0 out of 5 stars
Wow 🤩",5.0,"Valuable product 🫶
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","5.0 out of 5 stars
Premium Quality shoes",5.0,"One of the best Shoes of red tape
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","3.0 out of 5 stars
Beautiful and comfortable",3.0,".nice
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","5.0 out of 5 stars
Good shoe",5.0,"Good looking... easy to clean... doesn't smell!Goes with every outfit!
Read more"
"Red Tape Women’s Sports Walking Shoes - Utmost Comfort, Arch Support, Dynamic Feet Support, On-Ground Stability, Soft-Cush...","4.0 out of 5 stars
Size is little loose",4.0,"The shoes are nice to design and comfortable wise.they are a little loose against the order of perfect size. A little heavy also due to the broad base.Fot fashion wise they are good,for running and long day wear they are not comfortable.
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"5.0 out of 5 stars
Good Product",5.0,"Ordered it to replace a wheel of the scooter of my son.  It nicely fit with the scooter though bit smaller than the original one. My son is happy with its look and performance. Thanks
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"4.0 out of 5 stars
Good to go",4.0,"Good quality and smooth movement..
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"1.0 out of 5 stars
Very worst quality wheels.  Don't buy",1.0,"Wheels are wobbling & not rotating freely. Few wheels spinning backwards after rotating forward. They doesn't meet the ABEC standards as mentioned in the description. Not useful for inline skates. If this product used in inline skates, we end up in broking bones & severe damage physically. Don't buy this product. Waste of money & time. So far Amazon rep did not come to pick for replacement. Very worst quality, No smoothness, No durability.
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"5.0 out of 5 stars
Excellent product and Quality",5.0,"Loved the Wheels, Excellent product and Quality
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"3.0 out of 5 stars
Very rough ride",3.0,"The rubber was good but the bearings in my set seemed faulty.
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"5.0 out of 5 stars
Perfect Fit for Waveboard",5.0,"Surprised to see a perfect fit though the size is different from the original.  Replacement wheels from the original brand was quoted around Rs.800 in Amazon (which is 50% of the cost of new wave board) that sounded exorbitant.  This was around Rs.300 and hence I took a chance.  My kids' tried out and said its great.  Yet to try on rough surface but should be ok.
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"5.0 out of 5 stars
Good Product",5.0,"Good Product
Read more"
Jaspo Cruizer 72 MM Inline Wheels (CRUIZER 72 MM (Pack of 2)),"4.0 out of 5 stars
Size is 96mm",4.0,"The main size of this product is 96 mm.
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","5.0 out of 5 stars
Good value for money but difficult to fill",5.0,"The water carrier is good and does the job. It doesn't look durable and it doesn't fill completely. The handle is not very comfortable for carrying long distances. It's value for money and good for occasional use.
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","4.0 out of 5 stars
One of the best",4.0,"I like it tooo much because it's low weight and is easily carried out from one place to another
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","5.0 out of 5 stars
Good quality",5.0,"Value for money, useful and pretty
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","5.0 out of 5 stars
Value for money",5.0,"Nice product and really its value for money.
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","3.0 out of 5 stars
It'll do the job, but the quality could've been better.",3.0,"It's not bad.. will do the job as a water container for camping trip. But if we can get a strong/thick 20l plastic gallon for ₹100 in India, this could've been way better for around ₹200. The plastic is relatively thin. Might get punctured if it drops even once. And the handle is bad compared to other options.. doesn't have finger cutouts so the fingers might hurt. 3 stars.
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","5.0 out of 5 stars
Super",5.0,"Product is good, easy to carry
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","4.0 out of 5 stars
It's good 👍",4.0,"Very nice for traveling. You can carry enough water in it if you are traveling. And you can keep it in a small pocket after use. good one...
Read more"
"Syga 5 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Tool, Blue ...","1.0 out of 5 stars
first time use and water storage bag was damage",1.0,"water storage bag was damage in mid camping.
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","5.0 out of 5 stars
Superb product",5.0,"Comfortable and superb quality
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","4.0 out of 5 stars
Good product",4.0,"Excellent
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","3.0 out of 5 stars
Good but not durable",3.0,"The gloves are good and can easily fit on palm of any size. The small down part is that it has a bulge horizontally from Thumb to Last finger which while folding palms comes between gym bar and palm. As per price the product is good but dont know how much durable it is.
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","5.0 out of 5 stars
Comfortable!",5.0,"This is one of the products that's worth the price. And it's comfortable😋
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","4.0 out of 5 stars
The product is comfortable to wear and fits my hand perfectly although I ...",4.0,"The product is comfortable to wear and fits my hand perfectly although I was a bit sceptical about purchasing this product as I have large hands. The gloves serve the purpose well and have a nice cushioning, in addition, these also have a sufficiently long wrist support which again is an add-on and getting these for just Rs. 159 was an amazing deal for me. However, I feel that the stitching could have been better but one cannot really complain at this price point. Overall I am very much satisfied with the product.
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","2.0 out of 5 stars
Average",2.0,"Recommended only for beginnersLow quality material usedNot stitched wellGo for 400+Rs
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","5.0 out of 5 stars
Quality",5.0,"Good quality
Read more"
"StarX Beginner Foam Gym / Exercise_and_Fitness Gloves, Adult (Black)","4.0 out of 5 stars
A really good product for the price but just a bit bigger for small or med hands",4.0,"I was pretty amazed at the quality and liked it. The comfort is really good and the wrist support adds to the features, however only thing I didn't like is it has no custom sizes like for med, small and big hands, generally it's on the bigger size I have med hands and it's a bit big for me other than that it's really good.
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","5.0 out of 5 stars
The suit is amazing",5.0,"The suit is amazing and it is a really good equipment for excising for people who don’t have time to exercise and the suit is also size adjustable
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","4.0 out of 5 stars
Excellent Quality and Fit",4.0,"Super supportive, soft and comfortable. Built material is good and amazingly support in sweat. Hesitant at first because of the proce, but they're so worth it!! I never have to pull then up & they don't bunch up at all.But dont wash them washing machine. Because inner layer got(waterproof & windproof) wear off.
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","5.0 out of 5 stars
It works",5.0,"I lost around 1.2 kg s of water weight after 2 hours of walking while wearing it I would recommend it . And 1 thing it doesn't look good on wearing.
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","1.0 out of 5 stars
Poor product and Worst experience 😔",1.0,"The media could not be loaded.
                



 I use this product for 3 days for now it was damaged and poor quality and inner the upper it looks like raincoat polyester and I'm so disappointed ☹️😔 and i returning the product now thanks 💔💔
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","5.0 out of 5 stars
Value for money",5.0,"Amazing product, have been using it for the past one month it’s really helpful. You tend to sweat 3 times.
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","3.0 out of 5 stars
Design isn't Good",3.0,"Not that much effective
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","5.0 out of 5 stars
Good product",5.0,"Doing it's job
Read more"
"USI UNIVERSAL 415S Men's Black Polyester Sauna Suit For Fitness Weight Loss Exercise Gym Training, Heavy Duty Sauna Sweat ...","4.0 out of 5 stars
Good",4.0,"Value for money
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"5.0 out of 5 stars
Good bag",5.0,"Amazing bag at this price... very spacious also
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"4.0 out of 5 stars
Very nice product.",4.0,"Very nice product
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"5.0 out of 5 stars
Best quality 👌",5.0,"Nice sling bag☺️
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"3.0 out of 5 stars
Nice purse.",3.0,"Purse is looking very good ....price is worth
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"5.0 out of 5 stars
Sling bag",5.0,"The media could not be loaded.
                


Read more"
WOMEN MARKS WOMEN'S SLING BAG,"4.0 out of 5 stars
Beautiful bag",4.0,"Nice Nd value for money
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"5.0 out of 5 stars
Useful",5.0,"Bag is good. Enough space. But the purse is too small. Looks can be better.
Read more"
WOMEN MARKS WOMEN'S SLING BAG,"1.0 out of 5 stars
Low class products",1.0,"Cheap like 200 rs
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","5.0 out of 5 stars
Very soft..go for this",5.0,"Nice quality .go for this..comfortable
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","5.0 out of 5 stars
Every thing is good but as my foot size is 5 so it's too beg for me",5.0,"If your foot size is small like 5 then don't buy this item. Bcz it's too big for your foot but apart form this quality is very nice 👌.  It fulfill its dearils which is mention on website.
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","4.0 out of 5 stars
Durable and odour free",4.0,"I personally use socks daily so was searching for something that will be durable + odour free and found the perfect one at such an affordable price also😅
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","5.0 out of 5 stars
Nice",5.0,"Go for it quite expensive, but it’s good
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","3.0 out of 5 stars
Not bad",3.0,"Product is not as expected.
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","5.0 out of 5 stars
Nice and soft",5.0,"Worth the price. Good for Delhi winters!
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","1.0 out of 5 stars
Scam",1.0,"Paid for pack of 3 socks but it had only 2 pairs. Really disappointed. And it's a non returnable item. Need a refund for this
Read more"
"BAMBOS Eco Touch Women's Athletic Ankle Socks for Running & Gym, Pack of 3, Assorted Colors (Free Size)","5.0 out of 5 stars
Product quality",5.0,"Good product
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","5.0 out of 5 stars
I buy this gloves 2nd time after one year it's very nice product material good quality.",5.0,"I buy this gloves 2nd time after one year it's very nice product material good quality and price worth i am very thankful to Amazon that they take care our customers well hope you are also taking care of future quality products to produce us huge appreciation for those who sell this product to Amazon and and we customer always share love and respect to those sellers recommended for all who wants to buy quality products like this is very useful for the people's who do CrossFit or aesthetic workouts on roads it's very durable for hard and creepy surface and because of this product i safe my hands for cutting and hurts thankyou so much.
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","4.0 out of 5 stars
Good product",4.0,"It's good and genuine love it
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","3.0 out of 5 stars
Good product primarily.",3.0,"Handle griping mechanism should be more better.  Its slightly sleeps in dry condition.  After using Two month Velcro is not gripping properly.  Not a valued product.
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","5.0 out of 5 stars
The quality of material used in product",5.0,"Soft leather is used and ventilation in fingers are provided.Very good grip we can get while holding bar. Riders will feel extra comfortSo it is justified for 449 rupees
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","1.0 out of 5 stars
Boat headset",1.0,"I have order blue color and i have received the different color and it's not working properlyVery Disappointed
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","5.0 out of 5 stars
Comfortable",5.0,"Perfect fit. Light and comfortable.
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","5.0 out of 5 stars
Better than good",5.0,"Nice material,, nice finish,,, nice colour,, nice cut and design,,, full satisfaction,,,Don’t think I am a fake customer,,, I bought 2 yesterday,,,
Read more"
"OLAHRAGA Half Finger Breathable Sport Gloves for Men’s and Women’s Tactical Outdoor Sports, Gyms and Fitness (Black)","4.0 out of 5 stars
Best quality",4.0,"The media could not be loaded.
                



 Very good quality and perfect grip. Soft and comfortable material
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"5.0 out of 5 stars
Nice",5.0,"Nice product.. not very soft..but fashionable product
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"4.0 out of 5 stars
Excellent",4.0,"This one is very nice 👍
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"5.0 out of 5 stars
Combination of warmness and style, awesome.",5.0,"Awesome product, warm fur inside and close knitting wool outside, perfect combination to protect cold. stylish too.
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"1.0 out of 5 stars
Threads coming off",1.0,"The quality of the product is not good. The threads are coming off and get stuck to the head each time we wear it.. Only the colour a d design are good.Not worth the price.
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"4.0 out of 5 stars
Value For Money",4.0,"Nice product
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"5.0 out of 5 stars
Air ristiance",5.0,"Osm
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"5.0 out of 5 stars
You should definitely buy this worth the money product and most importantly is worth buying",5.0,"Keeps you warm >>10000
Read more"
Alexvyan Imported Unisex Wool Men and Women Winter Cap Woolen Knitted Warm Hat (Fur Inside) Hats for Ladies Beanie Girls S...,"4.0 out of 5 stars
Good purchase",4.0,"Very soft material but a little bit expensive but that's fine go for this😇
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","5.0 out of 5 stars
Good🤩",5.0,"Everything is great except for its buit quality if you tilt it upside down soem parts will just fall apart but it can be fixed so I was expecting better quality otherwise it's great it removes all the dirt and grease so imo just go for it
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","4.0 out of 5 stars
Value for money product in a market filled with chain clearers costing more than twice as this product",4.0,"Value for money product in a market filled with chain clearers costing more than twice as this product. I mean for Rs.355, there is little to complain. The build here is all plastic. Bunch of interconnected rotors with brushes on them - which all scrub the chain as it passes through them. The concept is rather simple, open the device, fill it up with degreasing liquid, align the chain, snap it close, rotate the chain with this snapped on to it.Do note that any degreaser you use will need to purchase separately - does not come with this product. I cannot comment on its durability since I just started using it. But it manages to do its job & cleans the chain well. Like I mentioned - cannot complain at this price.
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","3.0 out of 5 stars
Average quality",3.0,"It is an average cleaner. Box was damaged. Plastic looks sturdy but not premium. Still have to use it to check functionality and utility. But the gears inside look of poor quality. Not sure how long this will last
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","1.0 out of 5 stars
Cumbersome",1.0,"Not an easy tool to use. Filling the cleaning fluid and closing the container, fixing the handle, etc are cumbersome and not practical for this product. Maybe there are better products out there. Cheap is not always the best. Old school cleaning method - dish washer detergent and  an old tooth brush works better for me.
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","5.0 out of 5 stars
Excellent product and perfect chain cleaner 👍👍",5.0,Read more
"41 Bicycle Chain Cleaner, 1 Piece","2.0 out of 5 stars
As seen cheap plastic without strength",2.0,"No manual of to advise how to use the item or video link to advise us. Being a techie, it was tough to open the box without breaking the delicate holders.Won't last long and inner gears keep slipping. Metal with double cost will be more durable and long lasting
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","4.0 out of 5 stars
Works pretty well",4.0,"Degreases the chain like magic ... cleaning is as easy as filling the degreaser appropriately and running the drive train backwards on highest possible gear...
Read more"
"41 Bicycle Chain Cleaner, 1 Piece","5.0 out of 5 stars
Good",5.0,"Good
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","5.0 out of 5 stars
Great ...",5.0,"It’s very nice quality for the leaners and beginners ... for more professional bats you can buy 2 star or higher category of this company .. very happy with the professional packing. The local sports shop was giving very low quality pair of bats at 300.. I got this great pair from amazon sale at only 254.. happy ..
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","4.0 out of 5 stars
Good product at this cost",4.0,"Nice product at this cost. Quality assurance.
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","5.0 out of 5 stars
Worth For its money!!!!",5.0,"I purchased it for Rs 261. If you are beginner and just want to enjoy and have fun with your collegues and friends then this is the best kit. I am giving five stars becoz it fufilled my expectations. Yes, Cardboard Net is of worst quality and 3 balls which are given in the pack  are not original stag products
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","3.0 out of 5 stars
Nice but for beginners",3.0,"The rackets were just fine but a little heavy. One of them recently broke after around 3 months of purchase. It can last longer if you use wisely and carefully. Over all decent value for money
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","4.0 out of 5 stars
Good for beginners",4.0,"Value for money product for beginners
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","5.0 out of 5 stars
Worth the money",5.0,"An awesome product for the beginners. Also, thank you for the cardboard. I was thinking where I would find the net, and then I saw the cardboard that comes with it...Thank you Amazon.
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","1.0 out of 5 stars
Not good quality not recommended",1.0,"In one day use rubber and wood racket separated.
Read more"
"Stag Table Tennis Kit with Two Racquets, Three Balls and Net Set (Color May Vary)","5.0 out of 5 stars
Great for beginners",5.0,"Product is superb and my kids and I enjoyed playing with this.
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","5.0 out of 5 stars
Good quality shoes.",5.0,"These are good quality light weight shoes which one can use for walking, running, gyming etc. The design and prints also look attractive. The SOLEFLEX technology absorbs shocks and gives a good cushion & comfort while jogging, running etc.Areas of improvement --The inner sole could have been a bit thicker. However, since the outer sole is good enough, this gets somewhat balanced.- The stiches on the outside of the shoe seems to be withering very soon and i doubt if these may last for long. The thread quality used for stiches outside can be improved.Given the price, i am happy with the product after a few days of careful use.
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","4.0 out of 5 stars
Budget friendly and gives a brand look",4.0,"Value for money
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","1.0 out of 5 stars
Not good bed quality",1.0,"Shoes quality is bed. Only 5 day one shoes is demeged...
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","5.0 out of 5 stars
Awesome Shoes",5.0,"I think that this is the very awsome shoes in budget I have used ever, I tried so many shoes of worth 2000 but this is the terrific purchase.
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","3.0 out of 5 stars
Nice",3.0,"👍🤩
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","5.0 out of 5 stars
Shoe",5.0,"Very good but it's sole is Lil bit bad . I like it wearing it and it's comfortable too
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","4.0 out of 5 stars
Worthy",4.0,"Goodlooking quality shoes with light weight soles, very comfort at this pricerange
Read more"
"ASIAN Men's Waterproof-15 Sports Running,Walking & Gym Shoes with Sole Flex Technology Casual Sneaker Shoes for Men's & Boy's","5.0 out of 5 stars
Fit & comfort",5.0,"This is my second pair of Asian shoes. Since the first pair didn't disappoint me and sustained my rough usage for 9 months. I bought this white waterproof pair.The Fit is AmazingThe size is accurateLooks is decent 👌I recommend Asian shoes to all the sports/joggers/runners. If you budget is limited but you want a quality shoe. Asian is your sanctuary 🦵
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"5.0 out of 5 stars
Warm hoody for extreme winter season",5.0,"I bought this hoodie for the winter season and I am very happy with my purchase. The hoodie is made of cotton fleece material, which is soft, warm, and comfortable. The colorblock design is stylish and trendy, and the drawcord allows me to adjust the hood as per my preference. The hoodie fits me well and the quality is awesome. It is easy to wash and does not fade or shrink. I would recommend this hoodie to anyone looking for a contemporary and cozy winter wear.
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"4.0 out of 5 stars
Very valuable product",4.0,"Wow really very nice product
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"5.0 out of 5 stars
Quality",5.0,"This product met my expectations, offering good quality and value for money. It's used frequently without causing color fading or damage to clothes.
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"3.0 out of 5 stars
Nice",3.0,"Nice product perfect size
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"5.0 out of 5 stars
Excellent product 👍",5.0,"Good quality and stylish
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"1.0 out of 5 stars
Too poor quality",1.0,"Dear Guys please don’t purchase this hoodie type jackets…Cheap Quality…..Too many fur over front and back…Over sized in XL….Please save ur money…Go for Local mrkts…
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"4.0 out of 5 stars
Quality of Material",4.0,"It's a very good product for the price, I bought this for 500 and it's totally worth it. It is warm inside and soft outside basically has two layers and more importantly it's not heavy, very comfortable to wear and has big hoodie which I feel like I love the most.
Read more"
Veirdo Fleece Material Regular Fit Full Sleeves Hooded Neck Navy & Maroon Colorblock Winter Wear Casual Jacket Sweatshirt ...,"5.0 out of 5 stars
Good quality",5.0,"Very nice good product
Read more"
Yonex Towel Badminton Tennis Squash Replacement Grip Cotton 100%,"5.0 out of 5 stars
the cloth used in the grip is good",5.0,"value for money
Read more"
Yonex Towel Badminton Tennis Squash Replacement Grip Cotton 100%,"4.0 out of 5 stars
This towel grip is good and must try ☺️.",4.0,"Amazing product but delivery speed was slow as it 1 day after the delivery date.
Read more"
Yonex Towel Badminton Tennis Squash Replacement Grip Cotton 100%,"3.0 out of 5 stars
I ordered black but it came yellow I am only disappointed in the colour",3.0,"The media could not be loaded.
                


Read more"
Yonex Towel Badminton Tennis Squash Replacement Grip Cotton 100%,"5.0 out of 5 stars
Products quality",5.0,"Excellent 👌
Read more"
Yonex Towel Badminton Tennis Squash Replacement Grip Cotton 100%,"1.0 out of 5 stars
Too short",1.0,"The grip length is too short it can't cover entire handle.
Read more"
