product,title,rating,body
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","5.0 out of 5 stars
Good product",5.0,"The media could not be loaded.
                



 My pet loves it. Little thick but good
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","3.0 out of 5 stars
Not fit for Chewers",3.0,"The rope is long enough to hold and tug easily. My dog is nearly 10 months old, and has high energy.... also chews almost anything. This rope didn't last one week.... average rating is all I can give.
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","5.0 out of 5 stars
Highly Highly recommend this",5.0,"I have been continuously buying ropes for my golden for the past two years , I have finally found the right one. All my earlier ropes had a life of 2-3 months because of my dog’s chewing habits. This one is big, long and sturdy and looks like it will last longer.
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","4.0 out of 5 stars
Second",4.0,"Lost one , got the other, quality of this is better , rope is thick and feels heavy I guess. Better as i feel the plush in the rope this time. Still the best toy for my goldy
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","5.0 out of 5 stars
Indie dogs like it",5.0,"My 3 Indie dogs instantly took a liking to it and played tug of war.
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","5.0 out of 5 stars
I keep buying it - the fragrances is too strong",5.0,"Really better than anything I have used..my box is easy to clean..doenst stink.. please clean the litter box everyday..It’s good for your cats over all health
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","4.0 out of 5 stars
Very good quality but have some dust.",4.0,"Very good quality but have some dust.
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","5.0 out of 5 stars
Most helpful",5.0,"I adopted a stray cat and trust me guys I have ordered several litter sand till now my cat won't use it he is with me from last 3 months and would never use his litter box and will create a mess in the house.... Finally I tried this one ... Initially I brought 5kg as I was not sure my cat will use it or not.... But to my surprise he uses it now.... He doesn't make any mess elsewhere.... There is no smell of litter in my home and I am so glad I tried this one... Yeah it can be bit expensive litter but the quality is cat approved 😹(Currently I am using it with another litter mixed with it as it was kept like this just to finish the old litter - the white sand is from different litter)
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","3.0 out of 5 stars
Not so strong smell and disappear after a week!",3.0,"It is absolutely not dust free, durability decreases with time I mean the clumping power becomes a little less by time. Smell is there but after some days no more lavender smell comes from the litter but yeah the poop/pee once covered doesn't give nasty odour, but have to be cleaned regularly otherwise it would smell bad if the quantity of the litter becomes less.
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","1.0 out of 5 stars
Worst product waste of money",1.0,"I was not impressed with this cat litter for various reasons. The smell of the litter is not pleasant. It does not hide odors. It not even clumps, I would constantly have to go behind the animal to clean litter box in order to keep the area smelling fresh. PERSONALLY I WON'T RECOMMENDED THIS PRODUCT TOTALLY WASTE OF MONEY
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","5.0 out of 5 stars
Good litter",5.0,"It seems in winter or when it's cold but apart from that this seems to be best and affordable
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","5.0 out of 5 stars
Nice product",5.0,"Cat is very happy for this product
Read more"
"Purepet Clumping Lavender Fragrance Cat Litter (For multiple cats), 5kg","2.0 out of 5 stars
Beach sand with a hint of clumping. Never again.",2.0,"Grainy sand with a hint of bentonite is my assessment. DO NOT go by the product pic which shows reasonable sized litter grains. This stuff is more comparable to beach sand.  Clumps form, and then DISINTEGRATE the moment cats move the litter around. The disintegrated chunks are too small to be caught by the scoop. Cat pee mixes with this stuff and  sticks to bottom of litter box in chunks.  Tried removing the chunks and they crumble into small pieces and cannot be scooped out, eventually mixing up with the good litter.  Started smelling after 1 week of use by 1 cat.  Waste of money. Never again.
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","5.0 out of 5 stars
Good",5.0,"Good quality
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","5.0 out of 5 stars
Whiskas cat food",5.0,"The media could not be loaded.
                



 My cats likes whiskas food,flavor,color,shapes likes very much... very rich nutrition food...my vet also highly recommend... value for money... Thank you amazon♥♥♥
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","4.0 out of 5 stars
High price",4.0,"Good for persian cats
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","5.0 out of 5 stars
good",5.0,"I have received the delivery today (pic attached). Packs were intact. No issues with mfg and expiry dates. Cat seems to like it too; ate well .  One more cat will try when it visits this evening or tomm morning. In case cats don't eat it or seem to get any problem from it, I will update the post this week. Else, it just implies that cats like it and are doing fine with it.I have received two Let's bite deliveries from this same seller 'ETrade Online' earlier and have not had any issues with orders so far. And, there was a small sheba chicken food pack in the package today as a surprise sample. Thanks!:) will try it and look for cats' opinion!!
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","5.0 out of 5 stars
Best product",5.0,"It is a best class product for kittens. which keeps kittens energetic and healthy.
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","5.0 out of 5 stars
What can I say",5.0,"I ordered it for my daughter's kittens. I can't taste it so I can't say if the flavour is authentic 😛. I will never know if the kittens liked it or not.
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","4.0 out of 5 stars
Wow",4.0,"Good one
Read more"
"Whiskas Kitten Dry Cat Food (2-12 Months), Ocean Fish with Milk Flavour, 3kg Pack","5.0 out of 5 stars
cats food",5.0,"my cat loves it
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"5.0 out of 5 stars
Awesome",5.0,"Not sure about the anti flea feature yet but it smells great and totally removed my cats stinky smell.made the fur so soft as well. Its mild and suits well on kittens too.
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"4.0 out of 5 stars
Great product",4.0,"The shampoo had a great smell and makes my Kitty's fur soft.Although it is slightly sluggish, so make sure to dilute it slightly before using.
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"5.0 out of 5 stars
Fregrance",5.0,"I love this product. It smells really good also it cleans my cat very well
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"5.0 out of 5 stars
It's a very good product. Must buy item.",5.0,"Value for money
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"4.0 out of 5 stars
Happy purchase",4.0,"Lather well
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"3.0 out of 5 stars
No scent",3.0,"Have used this product on my kitten for about a 1 month. It works ok when it comes to fleas and scent does not work or I would say no scent at all. Wont buy this again. Will look for alternate options
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"5.0 out of 5 stars
The best kept secret...caredom:)",5.0,"I have been using the caredom products since past a year or two and I have never been disappointed or dissatisfied.Caredom shampoo is a herbal one and doesn't involve any chemicals thus leaving your purr friend coat smooth and shiny.
Read more"
Caredom Herbal Pet cat - Anti Ticks & Fleas Herbal Shampoo| cat Shampoo | Anti Itch | Anti Fungal | Allergy Relief | with ...,"2.0 out of 5 stars
Not good for Persian cats.",2.0,"I've used serum from this company on my Persian cat. It worked very well. So i thought of buying the shampoo from same company and after bathing my cat, his coat got very rough and it got very hard to get rid of tangles after bath.
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","5.0 out of 5 stars
Nice",5.0,"The product is good and is liked by kitten
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","5.0 out of 5 stars
Instant hit 🫶🏽",5.0,"Im guessing it tastes great, cats loved it
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","4.0 out of 5 stars
Good Enough!",4.0,"My cat loves the food since day one. She literally ask for it when the bowl is empty. She digests it well and is gaining healthy weight from it!My only complain with the brand it that its first ingredient is chicken by product in India but they have real meat at the first ingredient in USA. Otherwise the food is really good in comparison to Purepet and Whiskas.I first got a sample pack for my cat to try, if she is digesting it well or not and she fell in love with it immediately.
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","5.0 out of 5 stars
Very good",5.0,"My cat love it, she like it very much.
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","5.0 out of 5 stars
BEST FOOD",5.0,"My Cat's Is Crazy For It
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","5.0 out of 5 stars
For all cats irrespective of age.",5.0,"My one and half years old cat likes this. He takes only solid food and he has been taking this since he was a kitten.
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","3.0 out of 5 stars
Check the expiry date.its not written in the details",3.0,"I use this product and it's goodBut I was sent wuth very close expiry dateMeans old stockCustomer care were most unresponsive  abd making excusesCall todayCall tomorrowSo I just threw away the stock
Read more"
"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg","5.0 out of 5 stars
Best food for mother and kitten",5.0,"I have been giving IAms since the past 4 months to my mother cat and her kittens and it surely lives up to its name. My fur babies are healthy and energetic all the time and their nutrition is all been taken care of in one.
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"1.0 out of 5 stars
Size issue",1.0,"1. The less thickness causes leakage, so no use of using these pads. We can't even return these pads.2. Out of 100 pads 25 pads were  smaller size kept in the bottom of the package.
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"5.0 out of 5 stars
Very great quality product 👍🏻👍🏻",5.0,"Found the Best quality product.
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"2.0 out of 5 stars
Not satisfied",2.0,"I have ordered 100 sheets but I only recived 90sheets the inside parcel was unseal
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"1.0 out of 5 stars
90 sheets received,  10 pcs short in each pkt, Total 20 pcs short in 2 pkt,",1.0,"The media could not be loaded.
                



 Dislike because of short material received,  Kindly check and revert me
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"1.0 out of 5 stars
Very poor quality",1.0,"Been ordering these mats for a few years now. Earlier they were actually full and absorbent. Now they’re a complete rip off and so thin that they’re barely absorbent.
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"5.0 out of 5 stars
Good quality with low price",5.0,"Good absorbancy
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"2.0 out of 5 stars
Average product",2.0,"Packing was poor
Read more"
100pcs 90x60cm Dog Training Pads/Training Pee and Potty Pads with Quick Drying Surface and Absorbent Core/Suitable for Sma...,"1.0 out of 5 stars
Wastage of money spent, no absorbance.",1.0,"All the three features mentioned are not there are in the product.
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","5.0 out of 5 stars
👍",5.0,"I have been using this product for 11 years and I love it, it is soft and shiny.
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","4.0 out of 5 stars
Best shampoo for shiny hair",4.0,"Nice product worth for money. I am using it for my 4 months old Shihtzu puppy. Puppy hair is shining ans smells soo good..
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","5.0 out of 5 stars
Good",5.0,"Nice product
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","3.0 out of 5 stars
good products",3.0,"This product came with broken nozzle thou packing securely with lots of air pockets. What should I conclude than?Anyway I managed to fixed it. Product otherwise good. I made my puppy bath first time this week and it smells good plus the coat became soft and no elicit of rashes/ reactions till now ( cross fingers). I could give the product 4.5 starts if it was not mishandled.
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","5.0 out of 5 stars
Good",5.0,"Very good👍
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","4.0 out of 5 stars
Decent quality",4.0,"Decent quality
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","1.0 out of 5 stars
Do not call it a shampoo",1.0,"This shampoo Don't do a single job at all, hair got Messy after wash, with dryer or without dryer my puppy's hair seems sticky and hard. Don't leave have any fragrance on puppy. It only smells when you take shampoo in your hands. No good wash, no fragrance nothing. Zero use.
Read more"
"Forbis Mild Olive Dog Shampoo, 750 ml","5.0 out of 5 stars
Great product",5.0,"This shampoo is quit soft as well as has a magnificent scent and it's soothing for my pet and is worth the price.
Read more"
Kong Extreme Dog Toy (Large),"5.0 out of 5 stars
My doggy absolutely loves this",5.0,"Quite sturdy stuff. My Belgian Malionois absolutely loves it. It's his tool to avoid boredom. He destroyed the medium chewer type (red one) in 45 days. Thankfully this one is going strong. Although I would have loved to have ""extreme"" type in red/pink colour.
Read more"
Kong Extreme Dog Toy (Large),"5.0 out of 5 stars
Safe for heavy chewers",5.0,"I got a new lab puppy and he seemed to chew through all of his toys. It's extremely dangerous to leave dogs unattended with toys that they can ingest at any time. Even more so for heavy chewers like labradors. So a kong was the best option and it's been 5 months since I bought it and it barely has a scratch. It's the only toy I feel comfortable and safe leaving him unattended with. All this is aside from the fact that it's bouncy and fun for him to try and take treats out of. It's worth the price as it's really durable
Read more"
Kong Extreme Dog Toy (Large),"5.0 out of 5 stars
Really tough",5.0,"Wonderful product! My American Bully can destroy any other toy in 2-3 days but extreme goes on for months. Last time I bought medium size and he managed to wreck it in 6 months and now I have bought large size as he had grown up and is now 1.3 years old and he loves to fetch it because of its eratic bounce and chew it for long time.
Read more"
Kong Extreme Dog Toy (Large),"5.0 out of 5 stars
Totally worth the money. Kong has kept its name",5.0,"Ofcourse it's just been less than a month since I purchased the ball, and am amazed with its durability as my rottweiler Rips anything in a jiffy, he s not been able to rip a small price of it too . Not to mention he loves the ball. Fits appropriately in his mouth enough so that he doesn't swallow. Worth ever penny paid.  Quality always comes with an extra price
Read more"
Kong Extreme Dog Toy (Large),"4.0 out of 5 stars
Great, but TOO COSTLY.",4.0,"Extreme-ness confirmed.My 9 month old Lab is a compulsive chewer and it doesn't even bear a scratch.It even has an unpredictable bounce to make it a backyard fetch toy.It's good in many ways but doesn't live up to its cost, to be frank.My only issue is that Kong's not a super toy. He has many other toys, most of which are cheap and withstand him (for eg: 
Super Dog Spiked Rubber Dog Ball (Color May Vary)
 which even has something that makes it smell pleasant all the time, however long it stays in my pooch's mouth.)It's made of tyre-like material and smells exactly like it.So if you have a pup/dog who has a short attention span, don't count on Kong to be his favourite toy forever. Sure he may be engaged for a day or two. But your furniture is still not safe.Also, kibble dispensing isn't as effective.Pro tip: Insert a piece of roti or bread in the end to slow down their speed.
Read more"
Kong Extreme Dog Toy (Large),"5.0 out of 5 stars
Most loved toy of my 2 yr old American Bully",5.0,"I just adopted a 23Kg American Bully. He came with the classic wide jaw and bite strength, so I got the Extreme.Of all his toys, this is the one he is most possessive of. This is the one he chooses when he is most excited. This is the one i leave him with so that my furniture is safe when I leave the house and have to leave him home alone.It has chipped a little on the edge of the larger size, but it seems to be nowhere near falling apart or being unusable. And he really really goes at it! He loves it even more than real bones (never seen this in another dog).Very glad I bought this toy for him.
Read more"
Kong Extreme Dog Toy (Large),"5.0 out of 5 stars
Perfect for power chewers",5.0,"We purchased this for our power chewer as he's developed a bit of separation anxiety after his knee surgery.  I have to say it works like a charm, we load it up with treats before he leave him alone, it gives him something to do for half an hour, after which he's so tired he falls asleep.  We also use it for feeding him dog food sometimes, and in summers we freeze a meat and veggie combo and let him at it in the heat.  It's been a big help in satisfying his chewing needs, he's barely made a dent in the product, even though it's been used every single day for a year.  It's been bounced and thrown and used as a plaything, and frozen and thawed, still is the same as it was when we bought it, very happy with all my kong products.
Read more"
Kong Extreme Dog Toy (Large),"1.0 out of 5 stars
Wrong size Description",1.0,"Size Description is wrong... Large ball seems like it's for a medium stray dog size... Requested replacement with larger size where I would pay the difference, but no response either...money wasted for a genuine buyer
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","5.0 out of 5 stars
Perfect fish food. My fishes enjoying it.",5.0,"Perfect fish food for cichlids.I feed this to my Frontosa daily. They not eating any other food at all.Everyone have to feed this food to their lovely fishes.Blindly go for it. Don't worry.Best product
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","5.0 out of 5 stars
My flowerhorn loves them",5.0,"The media could not be loaded.
                



 Good Quality product. My flowerhorn loves these food, they stay healthy. It doesn't dirty the tank much.
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","4.0 out of 5 stars
My fishes loved this!",4.0,"I have GeoPhagus albino Heckeli in my tank, they really turned out showing beautiful color and they are loving this food. Genuine and authentic product, highly recommended.
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","5.0 out of 5 stars
Fish food quality product",5.0,"Good quality company
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","5.0 out of 5 stars
The food your fishes won’t ever say no to.",5.0,"The media could not be loaded.
                



 I have like different variety of chichlids in two of my 3ft tanks. I have tried many foods before and offcourse the occasional treats as blood worms and bsf larvae. You cant feed the fish bloodworms everyday and you need a good quality regular food to rely on. This is the best. You can read the composition of protein, it doesnt odour the water as well. All my fishes including cory and sucker fishes as well like to munch on it. The food also has agents to ensure your fish gets supplements for UV light that may not be in your tank. The only thing I wish here is if the same varient was available in sinking too. I have to do it manually with injection.
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","5.0 out of 5 stars
Excellent food for all cichlids",5.0,"I use this for a combination of parrot fishes and other African cichlids. My fishes just love it. It’s high protein content helps in growth and colour.
Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","1.0 out of 5 stars
Fishes not eating it",1.0,"The media could not be loaded.
                


Read more"
"Hikari All Life Stages Cichlid Bio-Gold Plus Mini Pellet Fish Food, 250 g","4.0 out of 5 stars
Good",4.0,"good
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"5.0 out of 5 stars
Very nice product and dimensions also as described",5.0,"The media could not be loaded.
                



 My tortoise liked this product a lot. Very useful
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"3.0 out of 5 stars
Overpriced",3.0,"The product is seemed to be overpriced, it should be around 200-300Rs.
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"1.0 out of 5 stars
Worst",1.0,"Not as shown in image,very small in size
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"5.0 out of 5 stars
Awesome product",5.0,"Your turtle would definitely love it. It is amazing. It is very good product and affordable.
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"5.0 out of 5 stars
Good product",5.0,"Good for turtles
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"2.0 out of 5 stars
Product was good but by weight it was too light and not suitable for my turtle",2.0,"SIZE should be BigNot sutiable for turtle movement
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"5.0 out of 5 stars
LoVed it",5.0,"Amazing product material quality upto mark.
Read more"
JAINSONS PET PRODUCTS Turtle Basking Platform Tortoise Resting Rock Resin Hiding Cave Reptile Habitat Ornament Climbing Sh...,"3.0 out of 5 stars
Sharp edges",3.0,"The bottom side of the item is very sharp
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","5.0 out of 5 stars
A treat that pets love so much.",5.0,"I give this daily to my pet as a reward for her obedient behavior.
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","2.0 out of 5 stars
Dont know whats wrong",2.0,"I bought it single pack and my dog loved it. So i went and bought 2 packets she is not liking at all. Some thing has changed in its taste i guess. The packet is still sitting in shelf
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","5.0 out of 5 stars
My Labrador loves it!!",5.0,"My lab, Honey loves this choostix since her puppy days. Its like ‘1 choostix a day, keeps honey happy and gay.’ And the delivery by Amazon is always prompt and thankfully never received a damaged package or product.
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","5.0 out of 5 stars
Good for dogs as sick.",5.0,"My dog like this product.
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","5.0 out of 5 stars
great buy for pets.",5.0,"very well packaged and quality of sticks is really good.
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","1.0 out of 5 stars
Old stock delivered",1.0,"Very old item delivered
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","2.0 out of 5 stars
Not good",2.0,"Smelled bad though it was not expired, it was also hard like rock do threw it away
Read more"
"Choostix Natural Dog Treat, 450g (Pack of 2)","1.0 out of 5 stars
Fungus laden poor quality product",1.0,"The media could not be loaded.
                



 Fungus covered product,  just opened 2 days back because my previous stock was still remaining. Very disappointed and feel cheated.
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
My kittens loved this",5.0,"Have been using this for my kittens. Now all grown up so changing to Adult food. This doesn't get soggy even during high humidity. Cats love this. Quite inexpensive compared to big brands but quality seems to be same. It's coming in new star shape. Looks nice. Supplimented by fresh small sea Fish and chicken mince, this makes for complete diet. No issues yet with health.
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","4.0 out of 5 stars
An ok product..",4.0,"GUYS PLEASE READ:Hello fellow cat lovers..B4 u cursed this product that ur cat vomitted or had indigestion or bla bla bla, just keep in mind that cats have a delicate taste palette..Which means u were feeding ur cat another variety of cat food b4 u bought this. It takes time for cats to adjust to their new food. They might even get sick if u suddenly change to another new food.Since this was a 1+1 deal, i got it. It was a good price. And cheaper than WHISKAS. But unfortunately, my cat doesn't like the taste of this alone. But that doesn't mean this product was bad. The problem with this product is, since its cheaper the quality is lesser than that of whiskas. I have no complains.HOW DO I KNOW?Its simple!B4 u Ewwww me, think again why u love ur cat and would do anything for them.I love my cat to the moon and back, so whenever i buy him a new food, i taste a little of it to make sure it taste fine. So If am ok, so will be my cat (cats eat human food too so its fine if i taste a little, u don't want to let ur little baby have something which taste awful. Would u?) I have tasted both the dry WHISKAS and this new food.There's a little difference in the taste department. Whiskas taste better and is on higher end.But let's be rational, we can't expect a good deal cheaper end goods with the higher end quality. Simple as that!So here's what i did..I mix a little of the new food with the old food he usually have and increase the dosage of the new food little by little to make sure my cat doesn't get upset stomach. I still do that. And he is completely fine. And he loves it.I'd advise u guys to do the same and not switch suddenly.GOOD LUCK CAT PARENTS
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
My Cat loves it",5.0,"Nice quality cat food
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","3.0 out of 5 stars
Average",3.0,"My cat didn't like the taste
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
Happy 😊",5.0,Read more
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","1.0 out of 5 stars
Alert !! Cheap quality Food",1.0,"Worst Product !! Cheap quality Food. I almost lost my Persian cat because of kidney problem after giving this food. Avoid Cheap Food for your cats. It’s will save your cats.
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
Cats love them",5.0,"Cats eat them well
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","4.0 out of 5 stars
Meet",4.0,"Good
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","5.0 out of 5 stars
Best turtle  food",5.0,"Best food for turtle. Baby size turtles also accept food stick frequently.  I need it again.
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","4.0 out of 5 stars
Good Product",4.0,"Nice product
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","5.0 out of 5 stars
GOOD",5.0,"My turtles enjoy these very muchNot suitable for 2-4 months old turtles, they cannot swallow it well.The pellets are hard and need to soften in water before the turtles can gulp it down.It will last you well more than 4-5months depending on your feeding pattern.
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","5.0 out of 5 stars
Turtles love it",5.0,"Compared to other Turtle food brands my Turtles love Azoo.it is a little more expensive compared other brands but completely worth it in my opinion.
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","3.0 out of 5 stars
Okayish",3.0,"The product was okayish.
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","5.0 out of 5 stars
Good product",5.0,"My turtle loves it. They stop eating green stick after tasting it. Water doesn't stink. And stay clean. Less wastage.  For small turtle health options. Just break one stick into 2 or 3 peices.  But breaking can a bit hard. But turtle will enjoy it
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","4.0 out of 5 stars
Good",4.0,"Good
Read more"
"Azoo Turtle Sticks 9 In 1 Formula Fish Food, 900 ml 300 g","5.0 out of 5 stars
Buy it one size plus",5.0,"+ size will fit perfectly
Read more"
Cuttlefish Bones for Birds Calcium Supplement for Laying Eggs (100g),"3.0 out of 5 stars
Not like",3.0,"Not like
Read more"
